frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,left_arm_up,left_arm_down,left_leg_up,left_leg_down,right_arm_up,right_arm_down,right_leg_up,right_leg_down,jump,duck
315,34,1,1,1950,0,0,0,0,0,0,0,0,0,0
320,35,1,1,1950,0,0,0,0,0,0,0,0,0,0
325,36,1,1,1950,0,0,0,0,0,0,0,0,0,0
-1,37,-1,-1,1950,3,3,3,4,4,5,1,2,1,0
335,0,2,2,1950,0,1,0,1,0,1,0,1,0,0
340,1,2,2,1950,0,0,0,0,0,0,0,0,0,0
345,2,2,2,1950,0,0,0,0,0,0,1,0,0,0
350,3,2,2,1950,0,0,0,0,0,0,0,1,0,0
355,4,2,2,1950,0,0,0,0,0,0,0,0,0,0
360,5,2,2,1950,0,0,0,0,0,0,1,0,0,0
365,6,2,2,1950,0,0,0,0,0,0,0,1,0,0
370,7,2,2,1950,1,0,0,0,0,0,0,0,0,0
375,8,2,2,1950,0,0,0,0,0,0,0,0,0,0
380,9,2,2,1950,0,0,0,0,0,0,0,0,0,0
385,10,2,2,1950,0,0,0,0,0,0,0,0,0,0
390,11,2,2,1950,0,0,1,0,0,0,0,0,0,0
395,12,2,2,1950,0,0,0,0,0,0,0,0,0,0
400,13,2,2,1950,0,0,0,0,0,0,1,0,0,0
405,14,2,2,1950,0,1,0,0,0,0,0,0,0,0
410,15,2,2,1950,0,0,0,0,0,0,0,1,0,0
415,16,2,2,1950,1,0,0,0,0,0,0,0,0,0
420,17,2,2,1950,0,1,0,0,0,0,0,0,0,0
425,18,2,2,1950,0,0,0,1,0,0,0,0,0,0
430,19,2,2,1950,0,0,1,0,0,0,1,0,0,0
435,20,2,2,1950,0,0,0,0,0,0,0,1,0,0
440,21,2,2,1950,0,0,0,1,0,0,0,0,0,0
450,23,2,2,1950,1,0,0,0,1,0,0,0,0,0
455,24,2,2,1950,0,0,0,0,0,0,0,0,0,0
460,25,2,2,1950,0,0,0,0,0,0,0,0,0,0
465,26,2,2,1950,0,0,0,0,0,0,0,0,0,0
470,27,2,2,1950,0,0,0,0,0,0,0,0,0,0
475,28,2,2,1950,0,0,0,0,0,0,0,0,0,0
480,29,2,2,1950,0,0,0,0,0,0,0,0,0,0
485,30,2,2,1950,0,0,0,0,0,0,0,0,0,0
490,31,2,2,1950,0,1,0,0,0,0,0,0,0,0
495,32,2,2,1950,0,0,0,0,0,0,0,0,0,0
500,33,2,2,1950,0,0,0,0,0,0,0,0,0,0
505,34,2,2,1950,0,0,0,0,0,0,0,0,0,0
510,35,2,2,1950,0,0,0,0,0,0,0,0,0,0
515,36,2,2,1950,0,0,0,0,0,0,0,0,0,0
520,37,2,2,1950,0,0,0,0,0,0,0,0,0,0
525,38,2,2,1950,0,0,0,0,0,0,0,0,0,0
530,39,2,2,1950,0,0,0,0,0,0,0,0,0,0
535,40,2,2,1950,0,0,0,0,0,0,0,0,0,0
540,41,2,2,1950,0,0,0,0,0,0,0,0,0,0
545,42,2,2,1950,0,0,1,0,0,1,0,0,0,0
550,43,2,2,1950,0,0,0,1,0,0,0,0,0,0
555,44,2,2,1950,0,0,0,0,0,0,1,0,0,0
560,45,2,2,1950,0,0,1,0,0,0,0,1,0,0
565,46,2,2,1950,0,0,0,1,0,0,0,0,0,0
570,47,2,2,1950,0,0,0,0,0,0,0,0,0,0
575,48,2,2,1950,0,0,0,0,0,0,0,0,0,0
-1,49,-1,-1,1950,3,4,4,5,1,2,5,6,0,0
595,0,3,3,1950,0,1,0,1,0,1,0,1,0,0
600,1,3,3,1950,0,0,0,0,0,0,0,0,1,0
605,2,3,3,1950,0,0,0,0,0,0,0,0,0,0
610,3,3,3,1950,0,0,0,0,0,0,0,0,0,0
615,4,3,3,1950,0,0,0,0,0,0,0,0,0,0
620,5,3,3,1950,0,0,0,0,0,0,0,0,0,0
625,6,3,3,1950,1,0,0,0,1,0,0,0,0,0
630,7,3,3,1950,0,0,0,0,0,0,1,0,0,0
635,8,3,3,1950,0,0,0,0,0,0,0,0,0,0
640,9,3,3,1950,0,0,0,0,0,0,0,1,0,0
645,10,3,3,1950,0,0,0,0,0,0,0,0,0,0
650,11,3,3,1950,0,0,0,0,0,0,0,0,0,0
655,12,3,3,1950,0,0,1,0,0,0,1,0,0,0
660,13,3,3,1950,0,0,0,1,0,0,0,1,0,0
665,14,3,3,1950,0,0,0,0,0,0,0,0,0,0
670,15,3,3,1950,0,0,0,0,0,0,0,0,0,0
675,16,3,3,1950,0,0,0,0,0,1,0,0,0,0
680,17,3,3,1950,0,0,0,0,0,0,0,0,0,0
685,18,3,3,1950,0,1,0,0,0,0,0,0,0,0
690,19,3,3,1950,1,0,0,0,1,0,0,0,0,0
695,20,3,3,1950,0,0,1,0,0,0,0,0,0,0
700,21,3,3,1950,0,0,0,1,0,0,0,0,0,0
705,22,3,3,1950,0,0,0,0,0,1,0,0,0,0
710,23,3,3,1950,0,0,0,0,1,0,0,0,0,0
715,24,3,3,1950,0,0,1,0,0,0,1,0,0,0
-1,25,-1,-1,1950,2,2,3,3,3,3,3,3,1,0
-1,111,-2,-2,1950,5.333,6.0,6.667,8.0,5.333,6.667,6.0,7.333,1.333,0.0
750,0,1,4,1960,1,0,0,1,1,0,0,1,0,0
755,1,1,4,1960,0,0,0,0,0,0,0,0,0,0
760,2,1,4,1960,0,0,0,0,0,0,0,0,0,0
765,3,1,4,1960,0,0,0,0,0,0,0,0,0,0
770,4,1,4,1960,0,0,0,0,0,0,0,0,0,0
775,5,1,4,1960,0,0,0,0,0,0,0,0,0,0
780,6,1,4,1960,0,0,0,0,0,0,0,0,0,0
785,7,1,4,1960,0,0,1,0,0,0,0,0,0,0
790,8,1,4,1960,0,0,0,0,0,0,0,0,0,0
795,9,1,4,1960,0,0,0,1,0,0,0,0,0,0
800,10,1,4,1960,0,1,0,0,0,1,0,0,0,0
805,11,1,4,1960,1,0,0,0,0,0,1,0,0,0
810,12,1,4,1960,0,0,0,0,0,0,0,0,0,0
815,13,1,4,1960,0,0,0,0,1,0,0,1,0,0
820,14,1,4,1960,0,0,0,0,0,0,0,0,0,0
825,15,1,4,1960,0,0,0,0,0,0,0,0,0,0
830,16,1,4,1960,0,0,1,0,0,0,0,0,0,0
835,17,1,4,1960,0,0,0,0,0,0,1,0,0,0
840,18,1,4,1960,0,1,0,1,0,0,0,1,0,0
845,19,1,4,1960,1,0,0,0,0,0,0,0,0,0
-1,20,-1,-1,1960,3,2,2,3,2,1,2,3,0,0
885,0,2,5,1960,1,0,0,1,1,0,0,1,1,0
890,1,2,5,1960,0,0,0,0,0,0,0,0,0,0
895,2,2,5,1960,0,0,0,0,0,0,0,0,1,0
900,3,2,5,1960,0,0,0,0,0,0,0,0,0,0
905,4,2,5,1960,0,0,0,0,0,0,0,0,1,0
910,5,2,5,1960,0,0,0,0,0,0,0,0,0,0
915,6,2,5,1960,0,0,0,0,0,0,0,0,1,0
920,7,2,5,1960,0,0,0,0,0,0,0,0,0,0
925,8,2,5,1960,0,0,0,0,0,0,0,0,1,0
930,9,2,5,1960,0,0,0,0,0,0,0,0,0,0
935,10,2,5,1960,0,0,0,0,0,0,0,0,0,0
940,11,2,5,1960,0,0,0,0,0,0,0,0,0,0
945,12,2,5,1960,0,0,0,0,0,0,0,0,0,0
950,13,2,5,1960,0,0,0,0,0,0,0,0,0,0
955,14,2,5,1960,0,0,0,0,0,0,0,0,0,0
960,15,2,5,1960,0,0,0,0,0,0,0,0,0,0
965,16,2,5,1960,0,1,0,0,0,1,0,0,0,0
970,17,2,5,1960,0,0,0,0,1,0,0,0,1,0
975,18,2,5,1960,1,0,0,0,0,0,0,0,0,0
980,19,2,5,1960,0,0,0,0,0,1,1,0,0,0
985,20,2,5,1960,0,1,0,0,1,0,0,1,0,0
990,21,2,5,1960,1,0,0,0,0,0,0,0,0,0
995,22,2,5,1960,0,0,0,0,0,0,0,0,0,0
1000,23,2,5,1960,0,0,0,0,0,0,0,0,0,0
1005,24,2,5,1960,0,0,0,0,0,0,0,0,0,0
1010,25,2,5,1960,0,1,0,0,0,1,0,0,0,0
1015,26,2,5,1960,0,0,0,0,0,0,0,0,1,0
1020,27,2,5,1960,1,0,0,0,0,0,0,0,0,0
1025,28,2,5,1960,0,1,0,0,0,0,0,0,1,0
1030,29,2,5,1960,0,0,0,0,1,0,0,0,0,0
1035,30,2,5,1960,0,0,0,0,0,0,0,0,0,0
1040,31,2,5,1960,0,0,0,0,0,0,0,0,0,0
1045,32,2,5,1960,0,0,0,0,0,0,0,0,0,0
1050,33,2,5,1960,1,0,0,0,0,0,0,0,0,0
1055,34,2,5,1960,0,0,0,0,0,0,0,0,0,0
1060,35,2,5,1960,0,0,0,0,0,0,0,0,0,0
1065,36,2,5,1960,0,0,0,0,0,0,0,0,0,0
1070,37,2,5,1960,0,0,0,0,0,1,0,0,0,0
1075,38,2,5,1960,0,1,0,0,1,0,0,0,0,0
1080,39,2,5,1960,0,0,0,0,0,0,0,0,0,0
1085,40,2,5,1960,0,0,0,0,0,1,0,0,0,0
1090,41,2,5,1960,0,0,0,0,0,0,0,0,0,0
-1,42,-1,-1,1960,5,5,0,1,5,5,1,2,8,0
1125,0,3,6,1960,1,0,0,1,1,0,0,1,0,0
1130,1,3,6,1960,0,0,0,0,0,0,0,0,0,0
1135,2,3,6,1960,0,0,0,0,0,0,0,0,0,0
1140,3,3,6,1960,0,0,0,0,0,0,0,0,0,0
1145,4,3,6,1960,0,0,0,0,0,0,0,0,0,0
1150,5,3,6,1960,0,0,0,0,0,0,0,0,0,0
1155,6,3,6,1960,0,1,0,0,0,0,0,0,0,0
1160,7,3,6,1960,0,0,0,0,0,1,0,0,0,0
1165,8,3,6,1960,1,0,0,0,1,0,0,0,0,0
1170,9,3,6,1960,0,1,0,0,0,0,0,0,0,0
1175,10,3,6,1960,0,0,0,0,0,0,0,0,0,0
1180,11,3,6,1960,0,0,0,0,0,0,0,0,0,0
1185,12,3,6,1960,1,0,1,0,0,0,0,0,0,0
1190,13,3,6,1960,0,0,0,1,0,1,0,0,1,0
1195,14,3,6,1960,0,1,0,0,1,0,0,0,0,0
1200,15,3,6,1960,0,0,0,0,0,1,0,0,0,0
1205,16,3,6,1960,0,0,0,0,0,0,0,0,0,0
1210,17,3,6,1960,1,0,0,0,0,0,0,0,0,0
1215,18,3,6,1960,0,0,0,0,0,0,0,0,0,0
1220,19,3,6,1960,0,0,0,0,0,0,0,0,0,0
1225,20,3,6,1960,0,1,0,0,0,0,0,0,0,0
1230,21,3,6,1960,1,0,0,0,1,0,0,0,0,0
1235,22,3,6,1960,0,1,1,0,0,0,0,0,0,0
1240,23,3,6,1960,1,0,0,1,0,1,0,0,0,0
1245,24,3,6,1960,0,0,0,0,0,0,0,0,0,0
1250,25,3,6,1960,0,0,0,0,1,0,0,0,0,0
1255,26,3,6,1960,0,0,0,0,0,0,0,0,0,0
1260,27,3,6,1960,0,0,0,0,0,0,0,0,0,0
1265,28,3,6,1960,0,1,0,0,0,1,0,0,0,0
1270,29,3,6,1960,0,0,1,0,1,0,0,0,0,0
1275,30,3,6,1960,0,0,0,1,0,0,0,0,0,0
1280,31,3,6,1960,0,0,0,0,0,0,0,0,0,0
1285,32,3,6,1960,1,0,0,0,0,0,0,0,0,0
1290,33,3,6,1960,0,1,0,0,0,0,0,0,0,0
1295,34,3,6,1960,1,0,0,0,0,0,0,0,0,0
1300,35,3,6,1960,0,0,0,0,0,0,0,0,0,0
1305,36,3,6,1960,0,1,0,0,0,0,0,0,0,0
1310,37,3,6,1960,0,0,1,0,0,0,0,0,0,0
1315,38,3,6,1960,0,0,0,1,0,0,0,0,0,0
1320,39,3,6,1960,0,0,0,0,0,0,0,0,0,0
1325,40,3,6,1960,0,0,0,0,0,0,1,0,0,0
1330,41,3,6,1960,0,0,0,0,0,1,0,1,0,0
1335,42,3,6,1960,0,0,0,0,1,0,0,0,0,0
1340,43,3,6,1960,0,0,1,0,0,0,0,0,0,0
1345,44,3,6,1960,0,0,0,0,0,1,0,0,0,0
1350,45,3,6,1960,1,0,0,1,0,0,0,0,0,0
1355,46,3,6,1960,0,0,0,0,1,0,0,0,0,0
1360,47,3,6,1960,0,0,0,0,0,0,0,0,0,0
-1,48,-1,-1,1960,9,8,5,6,8,7,1,2,1,0
-1,110,-2,-2,1960,11.333,10.0,4.667,6.667,10.0,8.667,2.667,4.667,6.0,0.0
1400,1,1,7,1970,0,1,0,1,0,1,0,1,0,0
1405,2,1,7,1970,1,0,0,0,0,0,0,0,0,0
1410,3,1,7,1970,0,1,0,0,0,0,0,0,0,0
1415,4,1,7,1970,1,0,0,0,0,0,0,0,0,0
1420,5,1,7,1970,0,1,0,0,1,0,0,0,0,0
1425,6,1,7,1970,0,0,0,0,0,1,0,0,0,0
1430,7,1,7,1970,1,0,0,0,1,0,0,0,0,0
1435,8,1,7,1970,0,0,0,0,0,0,0,0,0,0
1440,9,1,7,1970,0,0,0,0,0,0,0,0,0,0
1445,10,1,7,1970,0,0,0,0,0,0,1,0,0,0
1450,11,1,7,1970,0,0,0,0,0,0,0,0,0,0
1455,12,1,7,1970,0,0,0,0,0,0,0,1,0,0
1460,13,1,7,1970,0,0,0,0,0,0,0,0,0,0
1465,14,1,7,1970,0,0,0,0,0,0,0,0,0,0
1470,15,1,7,1970,0,0,0,0,0,0,0,0,0,0
1475,16,1,7,1970,0,0,0,0,0,1,0,0,0,0
1480,17,1,7,1970,0,0,0,0,1,0,0,0,0,0
1485,18,1,7,1970,0,0,0,0,0,0,0,0,0,0
1490,19,1,7,1970,0,0,0,0,0,1,0,0,0,0
1495,20,1,7,1970,0,0,0,0,0,0,0,0,0,0
1500,21,1,7,1970,0,0,0,0,0,0,0,0,0,0
1505,22,1,7,1970,0,0,0,0,0,0,0,0,0,0
1510,23,1,7,1970,0,0,0,0,0,0,0,0,0,0
1515,24,1,7,1970,0,0,0,0,0,0,0,0,0,0
1520,25,1,7,1970,0,0,0,0,1,0,0,0,0,0
1525,26,1,7,1970,0,0,0,0,0,0,0,0,0,0
1530,27,1,7,1970,0,0,0,0,0,0,0,0,0,0
1535,28,1,7,1970,0,0,0,0,0,0,0,0,0,0
1540,29,1,7,1970,0,0,0,0,0,0,0,0,0,0
1545,30,1,7,1970,0,0,0,0,0,0,0,0,0,0
1550,31,1,7,1970,0,0,0,0,0,0,0,0,0,0
1555,32,1,7,1970,0,0,0,0,0,0,1,0,0,0
1560,33,1,7,1970,0,0,0,0,0,0,0,0,0,0
1565,34,1,7,1970,0,1,0,0,0,1,0,1,0,0
1570,35,1,7,1970,1,0,1,0,0,0,0,0,0,0
1575,36,1,7,1970,0,1,0,1,0,0,0,0,0,0
1580,37,1,7,1970,1,0,0,0,1,0,0,0,0,0
1585,38,1,7,1970,0,1,0,0,0,0,0,0,0,0
1590,39,1,7,1970,0,0,0,0,0,0,0,0,0,0
1595,40,1,7,1970,1,0,0,0,0,1,0,0,0,0
1600,41,1,7,1970,0,1,0,0,0,0,0,0,0,0
1605,42,1,7,1970,0,0,0,0,1,0,0,0,0,0
1610,43,1,7,1970,0,0,0,0,0,0,0,0,0,0
1615,44,1,7,1970,0,0,0,0,0,0,0,0,0,0
1620,45,1,7,1970,0,0,0,0,0,0,0,0,0,0
1625,46,1,7,1970,0,0,0,0,0,0,0,0,0,0
1630,47,1,7,1970,1,0,0,0,0,1,0,0,0,0
-1,48,-1,-1,1970,7,7,1,2,6,7,2,3,0,0
1665,0,2,8,1970,0,1,0,1,1,0,0,1,0,0
1670,1,2,8,1970,0,0,0,0,0,0,0,0,0,0
1675,2,2,8,1970,0,0,0,0,0,0,0,0,0,0
1680,3,2,8,1970,1,0,0,0,0,0,0,0,0,0
1685,4,2,8,1970,0,1,0,0,0,0,0,0,0,0
1690,5,2,8,1970,1,0,0,0,0,0,0,0,0,0
1695,6,2,8,1970,0,0,0,0,0,1,0,0,0,0
1700,7,2,8,1970,0,1,0,0,1,0,0,0,0,0
1705,8,2,8,1970,1,0,0,0,0,0,0,0,0,0
1710,9,2,8,1970,0,0,0,0,0,0,0,0,0,0
1715,10,2,8,1970,0,0,0,0,0,0,0,0,0,0
1720,11,2,8,1970,0,0,0,0,0,0,0,0,0,0
1725,12,2,8,1970,0,0,0,0,0,0,0,0,0,0
1730,13,2,8,1970,0,0,0,0,0,1,0,0,0,0
1735,14,2,8,1970,0,0,0,0,1,0,0,0,0,0
1740,15,2,8,1970,0,0,0,0,0,0,0,0,0,0
1745,16,2,8,1970,0,0,0,0,0,0,0,0,0,0
1750,17,2,8,1970,0,0,0,0,0,0,0,0,0,0
1755,18,2,8,1970,0,0,0,0,0,0,0,0,0,0
1760,19,2,8,1970,0,0,0,0,0,0,0,0,0,0
1765,20,2,8,1970,0,0,0,0,0,0,0,0,0,0
1770,21,2,8,1970,0,0,0,0,0,0,0,0,0,0
1775,22,2,8,1970,0,0,0,0,0,0,0,0,0,0
1780,23,2,8,1970,0,0,0,0,0,0,0,0,0,0
1785,24,2,8,1970,0,0,0,0,0,0,0,0,0,0
1790,25,2,8,1970,0,0,0,0,0,0,0,0,0,0
1795,26,2,8,1970,0,0,0,0,0,0,0,0,0,0
1800,27,2,8,1970,0,0,0,0,0,0,0,0,0,0
1805,28,2,8,1970,0,0,0,0,0,0,0,0,0,0
-1,29,-1,-1,1970,3,3,0,1,3,2,0,1,0,0
1825,0,3,9,1970,1,0,0,1,0,1,1,0,0,0
1830,1,3,9,1970,0,1,0,0,0,0,0,0,0,0
1835,2,3,9,1970,0,0,0,0,0,0,0,0,0,0
1840,3,3,9,1970,0,0,0,0,1,0,0,0,0,0
1845,4,3,9,1970,0,0,0,0,0,0,0,0,0,0
1850,5,3,9,1970,0,0,0,0,0,0,0,0,0,0
1855,6,3,9,1970,0,0,0,0,0,0,0,0,0,0
1860,7,3,9,1970,0,0,0,0,0,0,0,0,0,0
1865,8,3,9,1970,1,0,0,0,0,0,0,0,0,0
1870,9,3,9,1970,0,0,0,0,0,1,0,0,0,0
1875,10,3,9,1970,0,0,0,0,0,0,0,0,0,0
1880,11,3,9,1970,0,0,0,0,0,0,0,0,0,0
1885,12,3,9,1970,0,0,0,0,0,0,0,0,0,0
1890,13,3,9,1970,0,0,0,0,0,0,0,0,0,0
1895,14,3,9,1970,0,1,0,0,0,0,0,1,0,0
1900,15,3,9,1970,0,0,0,0,1,0,0,0,0,0
1905,16,3,9,1970,0,0,0,0,0,1,1,0,0,0
-1,17,-1,-1,1970,2,2,0,1,2,3,2,1,0,0
1950,0,4,10,1970,0,1,0,1,0,1,0,1,0,0
1955,1,4,10,1970,0,0,0,0,0,0,0,0,0,0
1960,2,4,10,1970,0,0,0,0,0,0,0,0,0,0
1965,3,4,10,1970,0,0,0,0,0,0,0,0,0,0
1970,4,4,10,1970,1,0,0,0,0,0,1,0,0,0
1975,5,4,10,1970,0,0,0,0,1,0,0,1,0,0
1980,6,4,10,1970,0,0,0,0,0,0,0,0,0,0
1985,7,4,10,1970,0,0,0,0,0,1,0,0,0,0
1990,8,4,10,1970,0,0,0,0,0,0,0,0,0,0
1995,9,4,10,1970,0,0,0,0,0,0,0,0,0,0
2000,10,4,10,1970,0,0,0,0,0,0,0,0,0,0
2005,11,4,10,1970,0,0,0,0,1,0,0,0,0,0
-1,12,-1,-1,1970,1,1,0,1,2,2,1,2,0,0
-1,106,-2,-2,1970,6.5,6.5,0.5,2.5,6.5,7.0,2.5,3.5,0.0,0.0
2040,0,1,11,1980,0,1,1,0,1,0,0,1,0,0
2045,1,1,11,1980,0,0,0,0,0,0,0,0,0,0
2050,2,1,11,1980,0,0,0,0,0,0,0,0,0,0
2055,3,1,11,1980,0,0,0,0,0,0,0,0,0,0
2060,4,1,11,1980,0,0,0,0,0,1,0,0,0,0
2065,5,1,11,1980,0,0,0,1,0,0,0,0,0,0
2070,6,1,11,1980,0,0,0,0,0,0,1,0,0,0
2075,7,1,11,1980,0,0,0,0,0,0,0,1,0,0
2080,8,1,11,1980,0,0,0,0,1,0,1,0,0,0
2085,9,1,11,1980,1,0,1,0,0,0,0,0,0,0
2090,10,1,11,1980,0,0,0,0,0,0,0,1,0,0
2095,11,1,11,1980,0,0,0,0,0,0,0,0,0,0
2100,12,1,11,1980,0,0,0,0,0,0,1,0,0,0
2105,13,1,11,1980,0,0,0,0,0,0,0,0,0,0
2110,14,1,11,1980,0,0,0,1,0,0,0,0,0,0
2115,15,1,11,1980,0,0,0,0,0,0,0,1,0,0
2120,16,1,11,1980,0,0,0,0,0,0,0,0,0,0
2130,18,1,11,1980,0,0,0,0,0,0,0,0,0,0
2135,19,1,11,1980,0,0,0,0,0,0,0,0,0,0
2140,20,1,11,1980,0,0,0,0,0,0,0,0,0,0
2145,21,1,11,1980,0,0,0,0,0,0,0,0,0,1
2150,22,1,11,1980,0,0,0,0,0,0,0,0,0,0
-1,23,-1,-1,1980,1,1,2,2,2,1,3,4,0,1
2220,0,2,12,1980,0,1,0,1,0,1,0,1,0,0
2225,1,2,12,1980,1,0,0,0,0,0,0,0,0,0
2230,2,2,12,1980,0,1,0,0,0,0,0,0,0,0
2235,3,2,12,1980,1,0,0,0,0,0,0,0,1,0
2240,4,2,12,1980,0,0,0,0,0,0,0,0,0,0
2245,5,2,12,1980,0,1,0,0,0,0,0,0,1,0
2250,6,2,12,1980,0,0,0,0,0,0,0,0,0,0
2255,7,2,12,1980,0,0,0,0,0,0,0,0,1,0
2260,8,2,12,1980,0,0,0,0,0,0,0,0,0,0
2265,9,2,12,1980,0,0,0,0,0,0,0,0,1,0
2270,10,2,12,1980,0,0,0,0,0,0,0,0,0,0
2275,11,2,12,1980,0,0,0,0,0,0,0,0,1,0
2280,12,2,12,1980,0,0,0,0,0,0,0,0,0,0
2285,13,2,12,1980,0,0,0,0,0,0,1,0,1,0
2290,14,2,12,1980,0,0,0,0,0,0,0,1,0,0
2295,15,2,12,1980,0,0,0,0,0,0,0,0,1,0
2300,16,2,12,1980,0,0,1,0,1,0,0,0,0,0
2305,17,2,12,1980,0,0,0,0,0,0,0,0,1,0
2310,18,2,12,1980,1,0,0,1,0,0,0,0,0,0
2315,19,2,12,1980,0,1,0,0,0,0,0,0,1,0
2320,20,2,12,1980,0,0,0,0,0,1,0,0,0,0
2325,21,2,12,1980,0,0,1,0,0,0,0,0,1,0
2330,22,2,12,1980,0,0,0,0,0,0,0,0,0,0
2335,23,2,12,1980,0,0,0,1,0,0,0,0,1,0
2340,24,2,12,1980,0,0,0,0,0,0,0,0,0,0
2345,25,2,12,1980,1,0,0,0,0,0,1,0,1,0
2350,26,2,12,1980,0,1,0,0,0,0,0,1,0,0
2355,27,2,12,1980,0,0,0,0,0,0,0,0,1,0
2360,28,2,12,1980,1,0,0,0,0,0,0,0,0,0
2365,29,2,12,1980,0,1,0,0,0,0,0,0,1,0
2370,30,2,12,1980,0,0,0,0,0,0,0,0,0,0
2375,31,2,12,1980,0,0,0,0,0,0,0,0,1,0
2380,32,2,12,1980,0,0,0,0,0,0,0,0,0,0
2385,33,2,12,1980,1,0,1,0,0,0,0,0,1,0
2390,34,2,12,1980,0,0,0,1,0,0,0,0,0,0
2395,35,2,12,1980,0,0,0,0,0,0,0,0,1,0
2400,36,2,12,1980,0,1,0,0,0,0,1,0,0,0
2405,37,2,12,1980,1,0,0,0,0,0,0,1,1,0
2410,38,2,12,1980,0,0,0,0,0,0,0,0,0,0
2415,39,2,12,1980,0,0,0,0,0,0,0,0,1,0
2420,40,2,12,1980,0,1,0,0,0,0,0,0,0,0
2425,41,2,12,1980,1,0,0,0,1,0,0,0,1,0
2430,42,2,12,1980,0,0,0,0,0,1,1,0,0,0
2435,43,2,12,1980,0,0,0,0,0,0,0,1,1,0
2440,44,2,12,1980,0,1,1,0,0,0,0,0,0,0
2445,45,2,12,1980,0,0,0,1,0,0,0,0,1,0
2450,46,2,12,1980,0,0,0,0,0,0,0,0,0,0
2455,47,2,12,1980,0,0,0,0,0,0,0,0,1,0
2460,48,2,12,1980,0,0,0,0,0,0,0,0,0,0
2465,49,2,12,1980,0,0,0,0,0,0,0,0,1,0
2470,50,2,12,1980,0,0,0,0,0,0,0,0,0,0
2475,51,2,12,1980,0,0,0,0,0,0,0,0,1,0
2480,52,2,12,1980,0,0,0,0,0,0,0,0,0,0
2485,53,2,12,1980,0,0,0,0,0,0,0,0,1,0
2490,54,2,12,1980,0,0,0,0,0,0,0,0,0,0
2495,55,2,12,1980,0,0,0,0,0,0,0,0,1,0
2500,56,2,12,1980,0,0,0,0,0,0,0,0,0,0
2505,57,2,12,1980,0,0,0,0,0,0,0,0,1,0
2510,58,2,12,1980,0,0,0,0,0,0,0,0,0,0
2515,59,2,12,1980,0,0,0,0,0,0,0,0,0,0
2520,60,2,12,1980,0,0,0,0,0,0,0,0,0,0
2525,61,2,12,1980,0,0,0,0,0,0,0,0,0,0
2530,62,2,12,1980,0,0,0,0,0,0,0,0,0,0
2535,63,2,12,1980,0,0,0,0,0,0,0,0,0,0
2540,64,2,12,1980,0,0,0,0,0,0,0,0,0,0
2545,65,2,12,1980,0,0,1,0,0,0,0,0,0,0
-1,66,-1,-1,1980,8,9,5,5,2,3,4,5,28,0
2575,0,3,13,1980,0,1,0,1,0,1,0,1,0,0
2580,1,3,13,1980,0,0,1,0,1,0,0,0,0,0
2585,2,3,13,1980,0,0,0,1,0,0,0,0,0,0
2590,3,3,13,1980,0,0,0,0,0,0,0,0,0,0
2595,4,3,13,1980,0,0,1,0,0,0,0,0,0,0
