frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,left_arm_up,left_arm_down,left_leg_up,left_leg_down,right_arm_up,right_arm_down,right_leg_up,right_leg_down,jump,duck
550,21,1,2,1960,0,0,0,0,0,0,0,1,0,0
555,22,1,2,1960,0,0,0,0,0,0,0,0,0,0
-1,23,-1,-1,1960,4,4,3,4,3,3,4,5,0,0
-1,23,-2,-2,1960,8.0,8.0,6.0,8.0,6.0,6.0,8.0,10.0,0.0,0.0
595,0,1,3,1970,0,1,0,1,1,0,0,1,0,0
600,1,1,3,1970,0,0,1,0,0,1,0,0,0,0
605,2,1,3,1970,0,0,0,1,1,0,0,0,0,0
610,3,1,3,1970,0,0,0,0,0,0,0,0,0,0
615,4,1,3,1970,1,0,0,0,0,0,0,0,0,0
620,5,1,3,1970,0,1,0,0,0,1,0,0,0,0
625,6,1,3,1970,1,0,0,0,0,0,0,0,0,0
630,7,1,3,1970,0,0,0,0,0,0,0,0,0,0
635,8,1,3,1970,0,0,0,0,0,0,0,0,0,0
640,9,1,3,1970,0,1,0,0,0,0,1,0,0,0
645,10,1,3,1970,0,0,0,0,0,0,0,1,0,0
650,11,1,3,1970,0,0,0,0,0,0,0,0,0,0
655,12,1,3,1970,1,0,0,0,0,0,0,0,0,0
660,13,1,3,1970,0,0,0,0,0,0,0,0,0,0
665,14,1,3,1970,0,1,1,0,0,0,0,0,0,0
670,15,1,3,1970,0,0,0,1,0,0,0,0,0,0
675,16,1,3,1970,1,0,0,0,0,0,0,0,0,0
680,17,1,3,1970,0,0,0,0,0,0,0,0,0,0
685,18,1,3,1970,0,0,0,0,0,0,0,0,0,0
690,19,1,3,1970,0,0,0,0,1,0,1,0,0,0
695,20,1,3,1970,0,0,0,0,0,0,0,1,0,0
700,21,1,3,1970,0,1,0,0,0,0,0,0,0,0
705,22,1,3,1970,0,0,0,0,0,1,0,0,0,0
710,23,1,3,1970,0,0,0,0,1,0,0,0,0,0
715,24,1,3,1970,1,0,0,0,0,0,0,0,0,0
720,25,1,3,1970,0,0,0,0,0,0,0,0,0,0
725,26,1,3,1970,0,1,0,0,0,0,0,0,0,0
730,27,1,3,1970,0,0,0,0,0,1,0,0,0,0
735,28,1,3,1970,1,0,0,0,0,0,0,0,0,0
740,29,1,3,1970,0,1,0,0,0,0,0,0,0,0
745,30,1,3,1970,1,0,0,0,1,0,0,0,0,0
750,31,1,3,1970,0,1,0,0,0,1,0,0,0,0
755,32,1,3,1970,0,0,0,0,1,0,0,0,0,0
760,33,1,3,1970,0,0,0,0,0,0,0,0,0,0
765,34,1,3,1970,0,0,0,0,0,1,0,0,0,0
770,35,1,3,1970,0,0,0,0,0,0,0,0,0,0
775,36,1,3,1970,0,0,0,0,0,0,0,0,0,0
780,37,1,3,1970,0,0,0,0,0,0,0,0,0,0
785,38,1,3,1970,1,0,0,0,0,0,0,0,0,0
790,39,1,3,1970,0,0,0,0,0,0,1,0,0,0
795,40,1,3,1970,0,1,0,0,0,0,0,1,0,0
800,41,1,3,1970,1,0,0,0,0,0,0,0,0,0
805,42,1,3,1970,0,1,0,0,0,0,0,0,0,0
-1,43,-1,-1,1970,9,10,2,3,6,6,3,4,0,0
830,0,2,4,1970,1,0,0,1,0,1,0,1,0,0
835,1,2,4,1970,0,0,0,0,0,0,0,0,0,0
840,2,2,4,1970,0,0,0,0,0,0,0,0,0,0
845,3,2,4,1970,0,0,0,0,0,0,0,0,0,0
850,4,2,4,1970,0,0,0,0,1,0,0,0,0,0
855,5,2,4,1970,0,0,0,0,0,0,0,0,0,0
860,6,2,4,1970,0,1,0,0,0,1,0,0,0,0
865,7,2,4,1970,1,0,0,0,0,0,0,0,0,0
870,8,2,4,1970,0,0,0,0,1,0,0,0,0,0
875,9,2,4,1970,0,0,0,0,0,0,0,0,0,0
880,10,2,4,1970,0,0,0,0,0,1,0,0,0,0
885,11,2,4,1970,0,1,0,0,0,0,0,0,0,0
890,12,2,4,1970,1,0,0,0,1,0,0,0,0,0
895,13,2,4,1970,0,0,0,0,0,0,0,0,0,0
900,14,2,4,1970,0,0,0,0,0,0,0,0,0,0
905,15,2,4,1970,0,0,0,0,0,0,0,0,0,0
910,16,2,4,1970,0,0,0,0,0,0,0,0,0,0
915,17,2,4,1970,0,0,0,0,0,0,0,0,0,0
920,18,2,4,1970,0,1,0,0,0,1,0,0,0,0
930,20,2,4,1970,0,0,0,0,0,0,0,0,0,0
935,21,2,4,1970,0,0,0,0,0,0,0,0,0,0
940,22,2,4,1970,0,0,0,0,0,0,0,0,0,0
945,23,2,4,1970,0,0,0,0,0,0,0,0,0,0
950,24,2,4,1970,0,0,0,0,0,0,0,0,0,0
955,25,2,4,1970,0,0,0,0,0,0,0,0,0,0
960,26,2,4,1970,0,0,0,0,0,0,0,0,0,0
965,27,2,4,1970,0,0,0,0,0,0,0,0,0,0
970,28,2,4,1970,0,0,0,0,0,0,0,0,0,0
975,29,2,4,1970,0,0,0,0,0,0,0,0,0,0
980,30,2,4,1970,0,0,0,0,0,0,0,0,0,0
985,31,2,4,1970,0,0,0,0,1,0,0,0,0,0
990,32,2,4,1970,1,0,1,0,0,0,0,0,0,0
995,33,2,4,1970,0,0,0,1,0,0,0,0,0,0
1000,34,2,4,1970,0,0,0,0,0,0,0,0,0,0
1005,35,2,4,1970,0,0,0,0,0,1,0,0,0,0
1010,36,2,4,1970,0,1,0,0,0,0,0,0,0,0
-1,37,-1,-1,1970,4,4,1,2,4,5,0,1,0,0
1045,0,3,5,1970,0,1,0,1,1,0,0,1,0,0
1050,1,3,5,1970,0,0,0,0,0,1,0,0,0,0
1055,2,3,5,1970,1,0,1,0,0,0,0,0,0,0
1060,3,3,5,1970,0,0,0,1,0,0,0,0,0,0
1065,4,3,5,1970,0,0,0,0,1,0,0,0,0,0
1070,5,3,5,1970,0,0,0,0,0,1,0,0,0,0
1075,6,3,5,1970,0,0,0,0,1,0,0,0,0,0
1080,7,3,5,1970,0,1,0,0,0,0,0,0,0,0
1085,8,3,5,1970,1,0,0,0,0,0,0,0,0,0
1090,9,3,5,1970,0,0,0,0,0,0,0,0,0,0
1095,10,3,5,1970,0,1,0,0,0,0,0,0,0,0
1100,11,3,5,1970,0,0,0,0,0,0,0,0,0,0
1105,12,3,5,1970,1,0,0,0,0,0,0,0,0,0
1110,13,3,5,1970,0,1,0,0,0,1,0,0,1,0
1115,14,3,5,1970,0,0,0,0,1,0,0,0,0,0
1120,15,3,5,1970,0,0,1,0,0,0,0,0,0,0
1125,16,3,5,1970,1,0,0,1,0,0,0,0,0,0
1130,17,3,5,1970,0,0,1,0,0,0,0,0,0,0
1140,19,3,5,1970,0,0,0,1,0,0,0,0,0,0
1145,20,3,5,1970,0,0,0,0,0,0,0,0,0,0
1150,21,3,5,1970,0,0,0,0,0,0,1,0,0,0
1155,22,3,5,1970,0,0,1,0,0,0,0,0,0,0
1160,23,3,5,1970,0,0,0,1,0,1,0,1,0,0
1165,24,3,5,1970,0,0,0,0,1,0,1,0,0,0
1170,25,3,5,1970,0,0,0,0,0,0,0,1,0,0
1175,26,3,5,1970,0,0,1,0,0,0,0,0,0,0
1180,27,3,5,1970,0,0,0,1,0,0,1,0,0,0
1185,28,3,5,1970,0,0,0,0,0,0,0,1,0,0
1190,29,3,5,1970,0,0,0,0,0,0,0,0,0,0
1195,30,3,5,1970,0,0,0,0,0,0,0,0,0,0
1200,31,3,5,1970,0,0,0,0,0,0,0,0,0,0
1205,32,3,5,1970,0,1,0,0,0,1,0,0,0,0
-1,33,-1,-1,1970,4,5,5,6,5,5,3,4,1,0
1225,0,4,6,1970,0,1,0,1,0,1,0,1,0,0
1230,1,4,6,1970,0,0,0,0,0,0,0,0,0,0
1235,2,4,6,1970,0,0,0,0,0,0,0,0,0,0
1240,3,4,6,1970,0,0,0,0,0,0,0,0,0,0
1245,4,4,6,1970,0,0,0,0,0,0,0,0,0,0
1250,5,4,6,1970,0,0,0,0,0,0,0,0,0,0
1255,6,4,6,1970,0,0,0,0,0,0,0,0,0,0
1260,7,4,6,1970,0,0,0,0,0,0,0,0,0,0
1265,8,4,6,1970,0,0,0,0,0,0,0,0,0,0
1270,9,4,6,1970,0,0,0,0,0,0,0,0,0,0
1275,10,4,6,1970,0,0,0,0,0,0,0,0,0,0
1280,11,4,6,1970,0,0,0,0,0,0,0,0,0,0
1285,12,4,6,1970,0,0,0,0,0,0,0,0,0,0
1290,13,4,6,1970,0,0,0,0,0,0,0,0,0,0
1295,14,4,6,1970,0,0,0,0,0,0,0,0,0,0
1300,15,4,6,1970,1,0,0,0,1,0,0,0,0,0
1305,16,4,6,1970,0,0,0,0,0,0,0,0,0,0
1310,17,4,6,1970,0,0,0,0,0,0,0,0,0,0
1315,18,4,6,1970,0,0,0,0,0,0,0,0,0,0
1320,19,4,6,1970,0,0,0,0,0,0,0,0,0,0
1325,20,4,6,1970,0,0,0,0,0,0,0,0,0,0
1330,21,4,6,1970,0,0,0,0,0,0,0,0,0,0
1335,22,4,6,1970,0,0,0,0,0,0,0,0,0,0
1340,23,4,6,1970,0,0,0,0,0,0,0,0,0,0
1345,24,4,6,1970,0,0,0,0,0,0,0,0,0,0
1350,25,4,6,1970,0,0,0,0,0,0,0,0,0,0
1355,26,4,6,1970,0,0,0,0,0,0,0,0,0,0
1360,27,4,6,1970,0,1,0,0,0,1,0,0,0,0
1365,28,4,6,1970,0,0,0,0,0,0,0,0,0,0
1370,29,4,6,1970,0,0,0,0,0,0,0,0,0,0
1375,30,4,6,1970,0,0,0,0,0,0,0,0,0,0
1380,31,4,6,1970,0,0,0,0,0,0,0,0,0,0
1385,32,4,6,1970,0,0,0,0,0,0,0,0,0,0
1390,33,4,6,1970,1,0,0,0,1,0,0,0,0,0
1395,34,4,6,1970,0,0,0,0,0,0,0,0,0,0
1400,35,4,6,1970,0,0,0,0,0,0,0,0,0,0
1405,36,4,6,1970,0,0,0,0,0,0,0,0,0,0
1410,37,4,6,1970,0,0,0,0,0,0,0,0,0,0
1415,38,4,6,1970,0,0,0,0,0,0,0,0,0,0
1420,39,4,6,1970,0,0,0,0,0,0,0,0,0,0
1425,40,4,6,1970,0,0,0,0,0,0,0,0,0,0
1430,41,4,6,1970,0,0,0,0,0,0,0,0,0,0
1435,42,4,6,1970,0,0,0,0,0,0,0,0,0,0
1440,43,4,6,1970,0,0,0,0,0,0,0,0,0,0
1445,44,4,6,1970,0,0,0,0,0,0,0,0,0,0
1450,45,4,6,1970,0,1,0,0,0,1,0,0,0,0
-1,46,-1,-1,1970,2,3,0,1,2,3,0,1,0,0
1485,0,5,7,1970,1,0,0,1,0,1,1,0,0,0
1490,1,5,7,1970,0,0,0,0,0,0,0,1,0,0
1495,2,5,7,1970,0,0,0,0,0,0,1,0,0,0
1500,3,5,7,1970,0,0,0,0,0,0,0,1,0,0
1505,4,5,7,1970,0,0,0,0,0,0,0,0,0,0
1510,5,5,7,1970,0,0,0,0,0,0,0,0,0,0
1515,6,5,7,1970,0,0,1,0,0,0,0,0,0,0
1520,7,5,7,1970,0,0,0,1,0,0,0,0,0,0
1525,8,5,7,1970,0,0,0,0,0,0,0,0,0,0
1530,9,5,7,1970,0,0,0,0,0,0,0,0,0,0
1535,10,5,7,1970,0,0,1,0,0,0,0,0,0,0
1540,11,5,7,1970,0,0,0,0,0,0,0,0,0,0
1545,12,5,7,1970,0,0,0,0,0,0,0,0,0,0
1550,13,5,7,1970,0,0,0,1,0,0,0,0,0,0
1555,14,5,7,1970,0,0,0,0,0,0,0,0,0,0
1560,15,5,7,1970,0,0,0,0,0,0,0,0,0,0
1565,16,5,7,1970,0,0,0,0,0,0,0,0,0,0
1570,17,5,7,1970,0,0,0,0,0,0,0,0,0,0
1575,18,5,7,1970,0,0,0,0,0,0,0,0,0,0
1580,19,5,7,1970,0,0,0,0,0,0,0,0,0,0
1585,20,5,7,1970,0,0,0,0,0,0,0,0,0,0
1590,21,5,7,1970,0,0,0,0,0,0,0,0,0,0
1595,22,5,7,1970,0,0,0,0,0,0,0,0,0,0
1600,23,5,7,1970,0,0,0,0,0,0,0,0,0,0
1605,24,5,7,1970,0,0,0,0,0,0,0,0,0,0
1610,25,5,7,1970,0,0,0,0,1,0,0,0,0,0
1615,26,5,7,1970,0,0,0,0,0,0,0,0,0,0
1620,27,5,7,1970,0,0,0,0,0,0,0,0,0,0
1625,28,5,7,1970,0,0,0,0,0,0,0,0,0,0
1630,29,5,7,1970,0,0,0,0,0,0,0,0,0,0
1635,30,5,7,1970,0,0,0,0,0,0,0,0,0,0
1640,31,5,7,1970,0,0,0,0,0,0,0,0,0,0
1645,32,5,7,1970,0,1,0,0,0,1,0,0,0,0
1650,33,5,7,1970,1,0,1,0,0,0,0,0,0,0
1655,34,5,7,1970,0,1,0,0,0,0,0,0,0,0
1660,35,5,7,1970,0,0,0,0,0,0,1,0,0,0
1665,36,5,7,1970,0,0,0,0,1,0,0,1,0,1
1670,37,5,7,1970,1,0,0,1,0,0,0,0,0,0
1675,38,5,7,1970,0,0,0,0,0,0,0,0,0,0
1680,39,5,7,1970,0,0,1,0,0,0,0,0,0,0
1685,40,5,7,1970,0,0,0,1,0,1,0,0,0,0
1690,41,5,7,1970,0,1,0,0,0,0,0,0,0,0
1695,42,5,7,1970,1,0,1,0,0,0,0,0,0,0
1700,43,5,7,1970,0,1,0,1,0,0,0,0,0,0
1705,44,5,7,1970,0,0,1,0,0,0,0,0,0,0
1710,45,5,7,1970,0,0,0,1,1,0,0,0,0,0
1715,46,5,7,1970,0,0,0,0,0,1,0,0,0,0
1720,47,5,7,1970,1,0,0,0,1,0,0,0,0,0
1725,48,5,7,1970,0,1,0,0,0,1,0,0,0,0
1730,49,5,7,1970,0,0,0,0,1,0,1,0,0,0
-1,50,-1,-1,1970,5,5,6,7,5,5,4,3,0,1
-1,209,-2,-2,1970,9.6,10.8,5.6,7.6,8.8,9.6,4.0,5.2,0.4,0.4
1750,0,1,8,1980,0,1,0,1,0,1,0,1,0,0
1755,1,1,8,1980,0,0,0,0,0,0,0,0,0,0
1760,2,1,8,1980,0,0,0,0,0,0,0,0,0,0
1765,3,1,8,1980,0,0,0,0,0,0,0,0,0,0
1770,4,1,8,1980,0,0,0,0,0,0,0,0,0,0
1775,5,1,8,1980,0,0,0,0,0,0,0,0,0,0
1780,6,1,8,1980,0,0,0,0,0,0,0,0,0,0
1785,7,1,8,1980,0,0,0,0,0,0,0,0,0,0
1790,8,1,8,1980,0,0,0,0,1,0,0,0,0,0
1795,9,1,8,1980,0,0,0,0,0,1,0,0,0,0
1800,10,1,8,1980,0,0,0,0,0,0,0,0,0,0
1805,11,1,8,1980,0,0,0,0,0,0,0,0,0,0
1810,12,1,8,1980,0,0,0,0,1,0,0,0,0,0
1815,13,1,8,1980,0,0,0,0,0,1,0,0,0,0
1820,14,1,8,1980,0,0,0,0,0,0,0,0,0,0
1825,15,1,8,1980,1,0,0,0,0,0,0,0,0,0
1830,16,1,8,1980,0,0,0,0,1,0,0,0,0,0
1835,17,1,8,1980,0,0,0,0,0,0,0,0,0,0
1840,18,1,8,1980,0,0,0,0,0,1,0,0,0,0
1845,19,1,8,1980,0,0,0,0,0,0,0,0,0,0
1850,20,1,8,1980,0,1,0,0,1,0,0,0,0,0
1855,21,1,8,1980,0,0,0,0,0,0,0,0,0,0
1860,22,1,8,1980,1,0,0,0,0,0,0,0,0,0
1865,23,1,8,1980,0,0,0,0,0,0,0,0,0,0
1870,24,1,8,1980,0,0,0,0,0,0,0,0,0,0
1875,25,1,8,1980,0,1,0,0,0,1,0,0,0,0
1880,26,1,8,1980,1,0,0,0,0,0,0,0,0,0
1885,27,1,8,1980,0,1,0,0,0,0,0,0,0,0
1890,28,1,8,1980,1,0,0,0,1,0,0,0,0,0
1895,29,1,8,1980,0,1,0,0,0,1,0,0,0,0
1900,30,1,8,1980,0,0,0,0,0,0,0,0,0,0
1905,31,1,8,1980,0,0,0,0,0,0,0,0,0,0
1910,32,1,8,1980,1,0,0,0,1,0,0,0,0,0
1915,33,1,8,1980,0,0,0,0,0,0,0,0,0,0
1920,34,1,8,1980,0,0,0,0,0,0,0,0,0,0
1925,35,1,8,1980,0,1,0,0,0,1,0,0,0,0
1930,36,1,8,1980,1,0,0,0,1,0,0,0,0,0
1935,37,1,8,1980,0,0,0,0,0,0,0,0,0,0
1940,38,1,8,1980,0,1,0,0,0,0,0,0,0,0
1945,39,1,8,1980,0,0,0,0,0,1,0,0,0,0
1950,40,1,8,1980,0,0,0,0,0,0,0,0,0,0
1955,41,1,8,1980,1,0,1,0,0,0,0,0,0,0
1960,42,1,8,1980,0,1,0,1,0,0,0,0,0,0
1965,43,1,8,1980,0,0,0,0,0,0,0,0,0,0
1970,44,1,8,1980,0,0,0,0,0,0,0,0,0,0
1975,45,1,8,1980,0,0,0,0,0,0,0,0,0,0
1980,46,1,8,1980,0,0,0,0,0,0,0,0,0,0
1985,47,1,8,1980,0,0,0,0,0,0,0,0,0,0
1990,48,1,8,1980,0,0,1,0,0,0,0,0,0,0
1995,49,1,8,1980,1,0,0,1,1,0,0,0,0,0
2000,50,1,8,1980,0,0,0,0,0,0,0,0,0,0
2005,51,1,8,1980,0,0,0,0,0,0,0,0,0,0
2010,52,1,8,1980,0,1,0,0,0,1,0,0,0,0
2015,53,1,8,1980,1,0,0,0,1,0,0,0,0,0
2020,54,1,8,1980,0,0,0,0,0,0,0,0,0,0
2025,55,1,8,1980,0,0,0,0,0,0,0,0,0,0
2030,56,1,8,1980,0,0,0,0,0,1,0,0,0,0
2035,57,1,8,1980,0,1,0,0,0,0,0,0,0,0
2040,58,1,8,1980,0,0,0,0,0,0,0,0,0,0
2045,59,1,8,1980,0,0,0,0,0,0,0,0,0,0
2050,60,1,8,1980,0,0,0,0,0,0,0,0,0,0
2055,61,1,8,1980,0,0,0,0,0,0,0,0,0,0
2060,62,1,8,1980,0,0,0,0,0,0,0,0,0,0
2065,63,1,8,1980,0,0,0,0,0,0,0,0,0,0
2070,64,1,8,1980,0,0,0,0,0,0,0,0,0,0
2075,65,1,8,1980,0,0,0,0,0,0,0,0,0,0
2080,66,1,8,1980,1,0,0,0,1,0,0,0,0,0
2085,67,1,8,1980,0,0,0,0,0,0,0,0,0,0
2090,68,1,8,1980,0,1,0,0,0,1,0,0,0,0
2095,69,1,8,1980,0,0,0,0,0,0,0,0,0,0
2100,70,1,8,1980,1,0,0,0,0,0,1,0,0,0
2105,71,1,8,1980,0,0,1,0,1,0,0,1,0,0
2110,72,1,8,1980,0,1,0,1,0,1,0,0,0,0
2115,73,1,8,1980,0,0,0,0,1,0,0,0,0,0
2120,74,1,8,1980,1,0,0,0,0,0,0,0,0,0
2125,75,1,8,1980,0,1,0,0,0,0,0,0,0,0
2130,76,1,8,1980,0,0,0,0,0,1,0,0,0,0
2135,77,1,8,1980,0,0,0,0,0,0,0,0,0,0
2140,78,1,8,1980,1,0,0,0,1,0,0,0,0,0
2145,79,1,8,1980,0,0,0,0,0,0,0,0,0,0
-1,80,-1,-1,1980,13,13,3,4,13,13,1,2,0,0
2165,0,2,9,1980,1,0,0,1,1,0,0,1,0,0
2170,1,2,9,1980,0,0,0,0,0,0,0,0,0,0
2175,2,2,9,1980,0,0,0,0,0,0,0,0,0,0
2180,3,2,9,1980,0,0,0,0,0,0,0,0,0,0
2185,4,2,9,1980,0,0,0,0,0,0,0,0,0,0
2190,5,2,9,1980,0,0,0,0,0,0,0,0,0,0
2195,6,2,9,1980,0,0,0,0,0,0,0,0,0,0
2200,7,2,9,1980,0,0,0,0,0,0,0,0,0,0
2205,8,2,9,1980,0,0,0,0,0,0,0,0,0,0
2210,9,2,9,1980,0,0,0,0,0,0,0,0,0,0
2215,10,2,9,1980,0,0,0,0,0,0,0,0,0,0
2220,11,2,9,1980,0,0,0,0,0,0,0,0,0,0
2225,12,2,9,1980,0,1,0,0,0,1,0,0,0,0
2230,13,2,9,1980,0,0,1,0,0,0,1,0,0,0
2235,14,2,9,1980,1,0,0,1,0,0,0,0,0,0
2240,15,2,9,1980,0,0,0,0,1,0,0,0,0,0
2245,16,2,9,1980,0,0,0,0,0,0,0,1,0,0
2250,17,2,9,1980,0,1,0,0,0,0,0,0,0,0
2255,18,2,9,1980,0,0,0,0,0,1,0,0,0,0
2260,19,2,9,1980,0,0,0,0,0,0,0,0,0,0
2265,20,2,9,1980,0,0,0,0,0,0,0,0,0,0
2270,21,2,9,1980,0,0,0,0,1,0,0,0,0,0
2275,22,2,9,1980,0,0,1,0,0,0,0,0,0,0
2280,23,2,9,1980,0,0,0,0,0,0,0,0,0,0
2285,24,2,9,1980,0,0,0,0,0,1,1,0,0,0
2290,25,2,9,1980,1,0,0,1,1,0,0,1,0,0
2295,26,2,9,1980,0,0,0,0,0,0,0,0,0,0
2300,27,2,9,1980,0,1,0,0,0,1,0,0,0,0
2305,28,2,9,1980,0,0,0,0,0,0,0,0,0,0
2310,29,2,9,1980,0,0,0,0,0,0,1,0,0,0
2315,30,2,9,1980,0,0,0,0,0,0,0,1,0,0
2320,31,2,9,1980,0,0,0,0,0,0,0,0,0,0
2325,32,2,9,1980,1,0,1,0,1,0,0,0,0,0
2330,33,2,9,1980,0,0,0,0,0,0,0,0,0,1
2335,34,2,9,1980,0,0,0,1,0,0,0,0,0,0
2340,35,2,9,1980,0,1,1,0,0,0,0,0,0,0
2345,36,2,9,1980,1,0,0,0,0,0,0,0,0,0
2350,37,2,9,1980,0,0,0,0,0,0,0,0,0,0
2355,38,2,9,1980,0,0,0,1,0,1,0,0,0,0
2360,39,2,9,1980,0,1,1,0,0,0,1,0,0,0
2365,40,2,9,1980,0,0,0,0,1,0,0,0,0,1
2370,41,2,9,1980,0,0,0,0,0,0,0,0,0,0
2375,42,2,9,1980,1,0,0,1,0,0,0,0,0,1
2380,43,2,9,1980,0,1,0,0,0,1,0,0,0,0
2385,44,2,9,1980,0,0,0,0,0,0,0,1,0,0
2390,45,2,9,1980,0,0,0,0,0,0,0,0,0,0
-1,46,-1,-1,1980,6,6,5,6,6,6,4,5,0,3
2420,0,3,10,1980,1,0,0,1,1,0,0,1,0,0
2425,1,3,10,1980,0,1,0,0,0,0,0,0,0,0
2430,2,3,10,1980,0,0,0,0,0,0,0,0,0,0
2435,3,3,10,1980,0,0,1,0,0,0,0,0,0,1
2440,4,3,10,1980,0,0,0,0,0,1,0,0,0,0
2445,5,3,10,1980,0,0,0,1,0,0,0,0,0,1
2450,6,3,10,1980,0,0,0,0,0,0,0,0,0,0
2455,7,3,10,1980,0,0,0,0,0,0,0,0,0,1
2460,8,3,10,1980,0,0,0,0,1,0,0,0,0,0
2465,9,3,10,1980,0,0,0,0,0,1,0,0,0,0
2470,10,3,10,1980,0,0,0,0,0,0,0,0,0,0
2475,11,3,10,1980,0,0,0,0,0,0,0,0,0,0
2480,12,3,10,1980,0,0,0,0,0,0,0,0,0,0
2485,13,3,10,1980,0,0,0,0,0,0,0,0,0,0
2490,14,3,10,1980,0,0,1,0,0,0,0,0,0,0
